PassengerId,Survived_pred,Survived_prob
1103,0,0.09673132098293431
1104,0,0.20820530533982068
1105,1,0.7497073502637126
1106,0,0.4384215284600593
1107,0,0.3783566950283881
1108,1,0.6664117168284025
1109,0,0.3587286553884898
1110,1,0.9306878916198363
1111,0,0.09678428475248682
1112,1,0.8347253277752377
1113,0,0.09678428475248682
1114,1,0.7766366951321783
1115,0,0.09677081890843824
1116,1,0.9336574223462627
1117,1,0.7152079332582947
1118,0,0.09677081890843824
1119,1,0.6663943103760671
1120,0,0.09715841453368666
1121,0,0.20222561497529043
1122,0,0.2073573778156249
1123,1,0.8922502108910175
1124,0,0.08371318357897398
1125,0,0.1269577237273489
1126,0,0.4730760544098935
1127,0,0.0967739124083059
1128,0,0.47367532758538117
1129,0,0.15392054426895546
1130,1,0.7482261122067951
1131,1,0.9264658023227452
1132,1,0.9336677444895353
1133,1,0.7786799876054602
1134,0,0.48263465753578666
1135,0,0.09677567637840806
1136,0,0.08450468005595815
1137,0,0.34313163519705436
1138,1,0.7777385957630935
1139,0,0.17958838295665053
1140,1,0.7497073502637126
1141,1,0.6817487373859276
1142,1,0.7499063037513664
1143,0,0.09677766286559349
1144,0,0.4829795607981806
1145,0,0.09685185110927243
1146,0,0.09686112820887752
1147,0,0.0967577996319711
1148,0,0.12694904546228616
1149,0,0.09678428475248682
1150,1,0.776899404981969
1151,0,0.0967697171352885
1152,0,0.08422146302564111
1153,0,0.0967739124083059
1154,1,0.7779480408396812
1155,1,0.5574066772032352
1156,0,0.30094520237011313
1157,0,0.09677611605110116
1158,0,0.3723180732670942
1159,0,0.0967577996319711
1160,1,0.5954767617763077
1161,0,0.09681673784622527
1162,1,0.5132751604152319
1163,0,0.12694904546228616
1164,1,0.9277092294459975
1165,1,0.6313712964086422
1166,0,0.15392054426895546
1167,1,0.7497073502637126
1168,0,0.201981300627031
1169,0,0.17900873578729098
1170,0,0.17856384961474703
1171,0,0.201981300627031
1172,1,0.595566172100712
1173,0,0.0840521800604501
1174,1,0.6663943103760671
1175,1,0.6818528135005969
1176,1,0.5586067727608759
1177,0,0.09674191166604557
1178,0,0.09674191166604557
1179,0,0.3472965502368467
1180,0,0.1539208757403792
1181,0,0.09678428475248682
1182,0,0.3779434226159588
1183,1,0.6662865203877866
1184,0,0.1539208757403792
1185,0,0.3472404487494361
1186,0,0.09686112820887752
1187,0,0.09677611605110116
1188,1,0.8370299537687725
1189,0,0.11790237512315363
1190,0,0.37878440419376214
1191,0,0.0967739124083059
1192,0,0.0967697171352885
1193,0,0.3012395770512476
1194,0,0.20300890301716917
1195,0,0.09681673784622527
1196,1,0.6663943103760671
1197,1,0.876036493198044
1198,0,0.3568742870967064
1199,0,0.09685317636064796
1200,0,0.34884131531021667
1201,1,0.5576944616412999
1202,0,0.09681673784622527
1203,0,0.15392054426895546
1204,0,0.09675912373428963
1205,1,0.6663943103760671
1206,1,0.9376048911167629
1207,1,0.6663920604377477
1208,0,0.4844539013727022
1209,0,0.201981300627031
1210,0,0.0967739124083059
1211,0,0.15732613858129155
1212,0,0.0967697171352885
1213,0,0.1539208757403792
1214,0,0.20222561497529043
1215,0,0.3760858979537374
1216,1,0.9025531247443913
1217,0,0.09673132098293431
1218,1,0.72039385382396
1219,1,0.5138744229223825
1220,0,0.17900873578729098
1221,0,0.20222561497529043
1222,1,0.7793841563451179
1223,1,0.5063781124169797
1224,0,0.15392054426895546
1225,1,0.681918003019372
1226,0,0.09677611605110116
1227,0,0.3760076910161784
1228,0,0.20222561497529043
1229,0,0.1539208757403792
1230,0,0.20404039672384752
1231,0,0.1539208757403792
1232,0,0.201981300627031
1233,0,0.0967593461850665
1234,0,0.08669127669939473
1235,1,0.9496993710347873
1236,0,0.08408601191240453
1237,1,0.5954183679391435
1238,0,0.20222561497529043
1239,1,0.7142173464130411
1240,0,0.2022745043093824
1241,1,0.7777385957630935
1242,1,0.9349928414147587
1243,0,0.201981300627031
1244,0,0.20820530533982068
1245,0,0.182508614977887
1246,1,0.5586609382862872
1247,0,0.3760076910161784
1248,1,0.8596050937843285
1249,0,0.0967752367074984
1250,0,0.12694904546228616
1251,1,0.5579099681390574
1252,0,0.030344640308557533
1253,1,0.8366513941392062
1254,1,0.7777385957630935
1255,0,0.09681673784622527
1256,1,0.9243329494735687
1257,1,0.565965539359429
1258,0,0.134900447434724
1259,1,0.6000866624565842
1260,1,0.9348468860517756
1261,0,0.30108811616559317
1262,0,0.1777209507129335
1263,1,0.9375646995894669
1264,0,0.3723180732670942
1265,0,0.20222561497529043
1266,1,0.8796308008315926
1267,1,0.9419501405166119
1268,1,0.517491801209096
1269,0,0.20207899990247477
1270,0,0.37942632130401854
1271,0,0.05450630008038007
1272,0,0.12694904546228616
1273,0,0.1269577237273489
1274,1,0.5964179881446923
1275,1,0.5579921768478292
1276,0,0.2022133940201594
1277,1,0.7541161205284298
1278,0,0.0967697171352885
1279,0,0.20222561497529043
1280,0,0.12694904546228616
1281,0,0.06290693204137114
1282,0,0.3856529955135832
1283,1,0.8929966048784942
1284,0,0.09743253022806918
1285,0,0.201981300627031
1286,0,0.06294087915120877
1287,1,0.878221174576475
1288,0,0.12691546562220807
1289,1,0.9253338399220257
1290,0,0.0967697171352885
1291,0,0.12694792377307357
1292,1,0.9000479839565135
1293,0,0.17856384961474703
1294,1,0.9348468860517756
1295,0,0.3790125928845286
1296,0,0.4665002847689229
1297,0,0.3010886517824421
1298,0,0.1776324061890347
1299,0,0.49429384937267273
1300,1,0.6663903763472208
1301,1,0.5576446365890414
1302,1,0.6663943103760671
1303,1,0.9088209630259063
1304,1,0.5954366163035179
1305,0,0.09678428475248682
1306,1,0.9366503556948453
1307,0,0.09674191166604557
1308,0,0.09678428475248688
1309,0,0.13546014601366524
